,0
night_flow_lps,0.3212070705627638
pressure_variance,0.13748978292447148
pipe_age_years,0.13701583209824064
material_score,0.12763118113017718
flow_variance,0.12343017912097026
avg_pressure_bar,0.1154132658836585
complaint_count_30d,0.03781268827971802
